,Subtitle,Emotion,Analyzer_Output,New_Emotion
15224,i feel loyal to the one im with now ,love,Positive,Passion
15225,i have this nasty feeling that i am being an ungrateful wretch ,sadness,Negative,Despair
15226,i was feeling rebellious because of what was happening to us as a family ,anger,Negative,Resentment
15227,i was in the bathroom i had sat down to pee it was to make me feel submissive again per instructions ,sadness,Negative,Despair
15228,i wrote this song at a time when i was feeling very disillusioned by the worship scene in the town where i live ,sadness,Negative,Despair
15229,i feel like being ignored ,sadness,Positive,Hopefulness
15230,i feel all bouncy and yay today for it ,joy,Positive,Elation
15231,i come out of that fight feeling whipped and saddened and hated for who i am and i have to put on my big girl panties and pretend hey everything s fine even though we re pissy at each other ,sadness,Negative,Despair
15232,i feel unwelcome when i am with her ,sadness,Negative,Despair
15233,i had to preform a few poems to the class so i will feel confident when i preform ,joy,Positive,Elation
15234,i have just got home tonight from a beautiful surprise party for a gorgeous friends birthday and can i tell you i am feeling so sentimental and awed and actually totally lost for words to really explain how i am feeling ,sadness,Positive,Hopefulness
15235,i put on make up for the first time in months because i needed to feel pretty ,joy,Positive,Elation
15236,i don t feel so nervous doing new things anymore i have more of an this is what i have to do and i will do it type of attitude rather than an i really hope i dont screw up type of attitude ,fear,Negative,Anxiety
15237,i friends its a feeling that runs under everything he is every dumbass word he says and moronic thing he does but its worst when hes with rukia ,sadness,Negative,Despair
15238,i feel about target blank download when people die how do i feel about how do people feel before they die the q amp a wiki it depends on how theyre dying who they are what theyre feeling and what they are thinking at that moment ,sadness,Negative,Despair
15239,i feel angry because instead of asking how am i with my problem he accusing me and i am mad because it finally confirm what kind of person he is ,anger,Negative,Resentment
15240,i feel pathetic as if i have no meaning ,sadness,Negative,Despair
15241,i feel like a tree which is being shaken rudely from its comfortable ground ,fear,Positive,Courage
15242,ive last posted not that my mind hasnt been flooded with topics that i feel need to be entertained but more so to do with the influx of feelings and opinions without clarity as life happened ,joy,Positive,Elation
15243,i would love to stop feeling so effing needy ,sadness,Neutral,Sadness
15244,i feel a little sad about it but christmas is hardly on ,sadness,Negative,Despair
15245,i feel dumb after that ,sadness,Negative,Despair
15246,i feel that things are a lot more relaxed than they were maybe years ago ,joy,Positive,Elation
15247,i alsways feel so carefree ,joy,Positive,Elation
15248,i open my eyes in the morning my heart feels empty ,sadness,Neutral,Sadness
15249,i also cant sleep because all my life feels totally totally fucked and it makes no sense at all on one level i am sober and therefore all should be well but i have been living in so much self centered self willed thought and action and iam in such a world of pain right now ,anger,Neutral,Anger
15250,i may even try to make her some matching hair bows or when i feel more talented make them and sell them ,joy,Positive,Elation
15251,i remember seeing it on the monitor and feeling like i had a truck on my chest and couldnt breathe my husband told me theyre going to intubate you now i wasnt convinced i would survive and wanted to live so badly ,joy,Neutral,Happiness
15252,i didn t like the first book should have stayed with my gut feeling on that one liked the second book pretty well third book was a little better and i hated the last book ,love,Positive,Passion
15253,i miss feeling like i hated you ,anger,Negative,Resentment
15254,i still cant shake the feeling that i might be unwelcome ,sadness,Negative,Despair
15255,i had a quarrel with my father ,anger,Negative,Resentment
15256,i feel completely humiliated but i will not let that get in the way ,sadness,Neutral,Sadness
15257,i can often go a week or two without iming anyone at all if im not feeling especially outgoing and no one pokes at me ,joy,Neutral,Happiness
15258,i have a hunch that in the coming months the republicans will try to tap into this overall feeling of discontent ,sadness,Negative,Despair
15259,i devote a significant amount of emotional energy to feeling anxious and thus become irritable or frustrated with very little provocation ,fear,Negative,Anxiety
15260,i read your kindly feelings to the ones who are the very cause of your disruption you are a splendid person of the highest moral character i salute you ,joy,Positive,Elation
15261,i feel that if i met the author that we would get along because the writing seemed more friendly than formal ,joy,Positive,Elation
15262,i would throw things and feel terrified and agitated ,fear,Neutral,Fear
15263,i feel that these children will become violent and mentally unsafe as they get older because they are constantly in a dangerous environment ,anger,Negative,Resentment
15264,i had been feeling scared about being an ra because there is a lot of work that goes into that job ,fear,Neutral,Fear
15265,i identify with being independent admittedly sometimes to a fault and being strapped all the time makes me feel needy ,sadness,Negative,Despair
15266,im already beholding myself not to be indulged into high intensity of feeling homesick but i think i just did ,sadness,Neutral,Sadness
15267,im feeling very nostalgic over what happened in the last four years ,love,Neutral,Love
15268,i even feel her hair looks superior here ,joy,Positive,Elation
15269,i feel he became frightened at the thought that i was putting my best foot forward ,fear,Positive,Courage
15270,i could go on further but i feel like i ve tortured you enough for one day ,anger,Positive,Determination
15271,im a year old boy who is feeling hopeless ,sadness,Negative,Despair
15272,i feel i m very lucky to have her as my mom ,joy,Positive,Elation
15273,i feel isolated and alone in my trade ,sadness,Negative,Despair
